,LINK_ID,Source,Target,LANES,ROAD_RANK,ROAD_TYPE,ROAD_NO,ROAD_NAME,ROAD_USE,MULTI_LINK,CONNECT,MAX_SPD,REST_VEH,REST_W,REST_H,C-ITS,LENGTH,UPDATEDATE,REMARK,HIST_TYPE,HISTREMARK
9933,4050442800,4050162300,4050164100,1,106,000,1135,평화로,0,0,1,50,0,0,0,0,1064.06465083988,20230519,,,
9999,4050049300,4050020300,4050021500,2,107,000,-,국기로,0,0,0,60,0,0,0,0,129.246597909545,20230519,,,
10000,4050035100,4050002500,4050016400,1,107,000,-,축산마을길,0,0,0,50,0,0,0,0,78.315082266539,20230519,,,
10047,4050526900,4050146800,4050146900,1,107,003,-,애월해안로,0,0,0,50,0,0,0,0,18.647971824057,20230519,,,
10203,4050095902,4050033601,4050035300,1,107,000,-,정존13길,0,0,0,40,0,0,0,0,59.218533826979,20230519,,,
10359,4060084200,4060026700,4060026600,1,107,000,-,태평로537번길,0,0,0,50,0,0,0,0,95.432388149493,20230519,,,
10385,4060523700,4060182000,4060181900,1,107,000,-,고성오조로,0,0,0,30,0,0,0,0,111.592446037645,20230519,,,
10474,4050013400,4050006800,4050006200,3,107,000,-,신대로,0,0,0,50,0,0,0,0,222.173991991063,20230519,,,
10482,4050005805,4050002703,4050002900,3,106,000,1136,노형로,0,0,0,70,0,0,0,0,294.139838996965,20230519,,,
10483,4050027000,4050012800,4050013400,3,106,000,1132,동광로,0,0,0,30,0,0,0,0,516.350228156264,20230519,,,
10495,4050006833,4050007701,4050007703,1,106,000,1136,아봉로,0,0,0,60,0,0,0,0,1042.97491359499,20230519,,,
10517,4050161600,4050053000,4050054300,1,107,000,-,용문로,0,0,0,50,0,0,0,0,156.864850768511,20230519,,,
10593,4050428800,4050132200,4050132100,1,106,003,1120,명월성로,0,0,0,50,0,0,0,0,28.446218546039,20230519,,,
10607,4050412100,4050143900,4050145600,1,107,000,-,누운오름로,0,0,0,50,0,0,0,0,494.886805962494,20230519,,,
10629,4050422700,4050127800,4050128200,1,107,000,-,협재로,0,0,0,50,0,0,0,0,861.671247633254,20230519,,,
10631,4050442400,4050129600,4050129500,2,107,000,-,한림해안로,0,0,0,50,0,0,0,0,106.688283884505,20230519,,,
10632,4050436900,4050159900,4050159800,1,107,000,-,장소로,0,0,0,40,0,0,0,0,15.753975803224,20230519,,,
10641,4050481100,4050158100,4050155700,1,107,000,-,광상로,0,0,0,60,0,0,0,0,1213.90400957916,20230519,,,
10718,4050025800,4050012300,4050012500,3,106,000,1132,서광로,0,0,0,50,0,0,0,0,228.896784378373,20230519,,,
10872,4060034100,4060018700,4060018800,1,107,000,-,이어도로,0,0,0,40,0,0,0,0,81.423921956218,20230519,,,
10873,4060056300,4060018200,4060015500,1,107,000,-,하예로,0,0,0,30,0,0,0,0,525.719973614649,20230519,,,
10874,4060066401,4060004403,4060004405,1,107,000,-,색달로61번길,0,0,0,50,0,0,0,0,135.028284408574,20230519,,,
10875,4060068100,4060036700,4060039900,2,107,000,-,동홍로,0,0,0,50,0,0,0,0,133.97099276642,20230519,,,
10876,4060070200,4060032500,4060030700,1,107,000,-,동홍중앙로66번길,0,0,0,50,0,0,0,0,89.085155931397,20230519,,,
10877,4060089902,4060005101,4060005100,1,107,000,-,월라봉로,0,0,0,40,0,0,0,0,339.279285170997,20230519,,,
10986,4050436000,4050128700,4050129600,2,107,000,-,한림해안로,0,0,0,50,0,0,0,0,803.965858330226,20230519,,,
10987,4050458000,4050184400,4050185900,2,107,000,-,남조로,0,0,0,50,0,0,0,0,376.769323834151,20230519,,,
11179,4060375800,4060140200,4060140900,2,106,000,1132,일주동로,0,0,0,60,0,0,0,0,148.306189280645,20230519,,,
11723,4050009900,4050004900,4050004700,3,106,000,1136,노형로,0,0,0,50,0,0,0,0,118.690604015312,20230519,,,
11733,4060535301,4060187301,4060012700,1,107,003,-,이어도로,0,0,0,50,0,0,0,0,29.594524977572,20230519,,,
11913,4050493100,4050171300,4050171100,2,106,000,1135,평화로,0,0,0,70,0,0,0,0,221.512046542994,20230519,,,
11921,4050618101,4050049800,4050209001,4,107,000,-,공항로,0,0,0,70,0,0,0,0,628.055184464616,20230519,,,
12105,4060280700,4060097600,4060096900,1,107,000,-,하모항구로,0,0,0,50,0,0,0,0,50.020027059385,20230519,,,
12108,4060316100,4060103900,4060104900,1,107,000,-,추사로,0,0,0,30,0,0,0,0,388.534808084885,20230519,,,
12109,4060316600,4060115400,4060115700,1,107,000,-,화순중앙로,0,0,0,30,0,0,0,0,80.934281253225,20230519,,,
12111,4060288900,4060099300,4060098700,1,107,000,-,신영로,0,0,0,30,0,0,0,0,68.178962967548,20230519,,,
12112,4060317800,4060102900,4060103400,1,107,000,-,추사로,0,0,0,30,0,0,0,0,334.336172032521,20230519,,,
12114,4060319900,4060113800,4060113600,1,107,000,-,화순서서로,0,0,0,50,0,0,0,0,94.447861097195,20230519,,,
12115,4060357800,4060132700,4060133400,2,106,000,1132,일주동로,0,0,0,60,0,0,0,0,482.548367061424,20230519,,,
12116,4060317900,4060115100,4060115400,1,107,000,-,화순중앙로,0,0,0,30,0,0,0,0,34.360859054711,20230519,,,
12183,4050447800,4050162600,4050164100,2,106,000,1135,평화로,0,0,0,80,0,0,0,0,789.626487257771,20230519,,,
12184,4050441800,4050134000,4050135300,2,107,000,-,한림상로,0,0,0,50,0,0,0,0,324.886892469165,20230519,,,
12197,4060201500,4060067600,4060067700,1,107,000,-,사계신항로,0,0,0,40,0,0,0,0,39.025049166076,20230519,,,
12333,4060007002,4060003402,4060003400,2,106,003,1132,일주동로,0,0,0,70,0,0,0,0,47.280633797092,20230519,,,
12667,4050005502,4050003401,4050003400,3,106,000,1131,중앙로,0,0,0,50,0,0,0,0,627.330546381877,20230519,,,
12698,4050261000,4050106800,4050006703,1,107,000,-,진목5길,0,0,0,50,0,0,0,0,53.271093955159,20230519,,,
12727,4050367400,4050124600,4050124700,1,106,000,1136,중산간서로,0,0,0,50,0,0,0,0,59.619445212506,20230519,,,
12802,4050403400,4050141400,4050141100,1,106,000,1116,중산간서로,0,0,0,50,0,0,0,0,340.136389450549,20230519,,,
12821,4050422500,4050156800,4050157100,1,107,000,-,천덕로,0,0,0,50,0,0,0,0,166.180949065489,20230519,,,
12832,4050482600,4050158700,4050158400,1,107,000,-,소길2길,0,0,0,50,0,0,0,0,62.822462775465,20230519,,,
12834,4050508500,4050166400,4050166500,1,107,000,-,항몽로,0,0,0,50,0,0,0,0,322.772407677826,20230519,,,
12835,4050513200,4050167500,4050167700,1,107,003,-,광성로,0,0,0,50,0,0,0,0,22.280169636151,20230519,,,
12850,4050560700,4050201600,4050201300,1,107,000,-,세송로,0,0,0,50,0,0,0,0,407.826741196696,20230519,,,
12856,4060070900,4060035800,4060035900,1,107,000,-,호근서호로,0,0,0,30,0,0,0,0,124.191843129524,20230519,,,
12893,4060005900,4060002900,4060002800,3,106,000,1131,516로,0,0,0,50,0,0,0,0,93.583338211487,20230519,,,
12925,4050468300,4050139100,4050140300,1,107,000,-,귀덕6길,0,0,0,50,0,0,0,0,1953.63633868613,20230519,,,
12941,4050567700,4050186400,4050188500,1,107,000,-,함선로,0,0,0,50,0,0,0,0,1648.82627518794,20230519,,,
12944,4060045000,4060032600,4060033200,1,107,000,-,신동로67번길,0,0,0,30,0,0,0,0,33.573701865029,20230519,,,
12948,4050573400,4050192800,4050193400,1,107,000,-,선유로,0,0,0,10,0,0,0,0,634.966899426406,20230519,,,
12967,4060095902,4060044001,4060044000,1,107,000,-,하신상로,0,0,0,50,0,0,0,0,148.329208107383,20230519,,,
13107,4060401000,4060138700,4060140000,1,107,000,-,남원월산로,0,0,0,50,0,0,0,0,403.365279290429,20230519,,,
13108,4060408000,4060114000,4060114600,2,106,000,1135,평화로,0,0,0,80,0,0,0,0,181.720997753354,20230519,,,
13111,4050552100,4050187400,4050186700,1,106,000,1136,중산간동로,0,0,0,60,0,0,0,0,213.368120266936,20230519,,,
13125,4050349100,4050059201,4050095400,1,107,000,-,서문로2길,0,0,0,50,0,0,0,0,47.250337063516,20230519,,,
13282,4050400300,4050142600,4050141600,1,106,000,1121,금악로,0,0,0,30,0,0,0,0,600.470327667726,20230519,,,
13356,4050030000,4050014600,4050014700,3,106,000,1132,일주동로,0,0,0,50,0,0,0,0,90.167386766372,20230519,,,
13358,4050079000,4050028800,4050029200,1,107,000,-,수덕3길,0,0,0,30,0,0,0,0,54.190591161605,20230519,,,
13424,4050174100,4050057200,4050056900,1,107,000,-,도두항서길,0,0,0,50,0,0,0,0,118.425392570417,20230519,,,
13425,4050199002,4050064301,4050064300,3,107,000,-,임항로,0,0,0,50,0,0,0,0,306.634003383695,20230519,,,
13536,4060046700,4060039400,4060041300,1,107,000,-,신동로67번길,0,0,0,30,0,0,0,0,97.406251733877,20230519,,,
13552,4050621801,4050027800,4050210001,1,107,000,-,원노형남1길,0,0,0,50,0,0,0,0,94.160288840934,20230519,,,
13814,4060296000,4060108200,4060109700,1,107,000,-,사계남로,0,0,0,50,0,0,0,0,1355.4864801124,20230519,,,
13815,4060316900,4060111000,4060111900,2,106,000,1132,일주서로,0,0,0,50,0,0,0,0,227.25245524314,20230519,,,
13816,4060362900,4060144700,4060145200,1,107,000,-,태위로,0,0,0,30,0,0,0,0,103.644537520767,20230519,,,
13817,4060366000,4060141300,4060140600,1,107,000,-,남원체육관로,0,0,0,30,0,0,0,0,157.754897455077,20230519,,,
13909,4050199200,4050064500,4050064400,1,107,000,-,선반로4길,0,0,0,30,0,0,0,0,128.432212922798,20230519,,,
14312,4060189500,4060024004,4060072000,1,107,000,-,중문로29번길,0,0,0,50,0,0,0,0,163.867907015483,20230519,,,
14423,4050229600,4050078600,4050078400,2,107,000,-,화삼로,0,0,0,30,0,0,0,0,125.856779117169,20230519,,,
14522,4060515900,4060179900,4060181200,2,106,000,1119,서성일로,0,0,0,60,0,0,0,0,425.547720901603,20230519,,,
14551,4060035400,4060035200,4060035400,1,107,000,-,동홍동로25번길,0,0,0,50,0,0,0,0,62.799842210772,20230519,,,
14721,4060044100,4060021000,4060019800,2,107,000,-,태평로,0,0,0,50,0,0,0,0,164.470219676986,20230519,,,
14722,4060057800,4060022400,4060021700,2,107,000,-,태평로,0,0,0,50,0,0,0,0,162.691521017608,20230519,,,
14738,4060327700,4060088200,4060087800,1,107,000,-,노을해안로,0,0,0,50,0,0,0,0,1563.09546519318,20230519,,,
14739,4060366200,4060146600,4060146200,1,107,000,-,태위로,0,0,0,40,0,0,0,0,123.61308692606,20230519,,,
14740,4060457600,4060119800,4060119400,1,106,000,1135,지방도1135호선,0,0,0,50,0,0,0,0,788.423661577902,20230519,,,
14824,4060022406,4060010302,4060010304,1,106,000,1115,산록남로,0,0,0,50,0,0,0,0,160.693148979561,20230519,,,
15126,4050039202,4050073500,4050073400,1,107,000,-,해안마을5길,0,0,0,10,0,0,0,0,735.115416549774,20230519,,,
15134,4050041405,4050018502,4050018503,1,107,000,-,곰방매길,0,0,0,30,0,0,0,0,214.444696551921,20230519,,,
15137,4050052100,4050023300,4050021200,2,107,000,-,과원로,0,0,0,50,0,0,0,0,255.656032895018,20230519,,,
15139,4050052600,4050021400,4050021500,1,107,000,-,국기로2길,0,0,0,50,0,0,0,0,122.020430874,20230519,,,
15140,4050055200,4050022900,4050022200,3,107,000,-,연북로,0,0,0,70,0,0,0,0,646.640597813076,20230519,,,
15141,4050069900,4050026500,4050027500,1,107,000,-,정존5길,0,0,0,40,0,0,0,0,54.736829577955,20230519,,,
15142,4050097500,4050033900,4050035800,1,107,000,-,다랑곶2길,0,0,0,50,0,0,0,0,115.424574759183,20230519,,,
15143,4050098100,4050034400,4050034200,1,107,000,-,신대로13길,0,0,0,40,0,0,0,0,159.886289347492,20230519,,,
15221,4050103300,4050035800,4050036700,1,107,000,-,월랑로4길,0,0,0,40,0,0,0,0,117.616132039116,20230519,,,
15222,4050115601,4050039500,4050039502,2,107,000,-,삼무로,0,0,0,50,0,0,0,0,67.701597397067,20230519,,,
15225,4050201600,4050067300,4050065200,2,107,000,-,산지로,0,0,0,50,0,0,0,0,264.476058809228,20230519,,,
15272,4060010107,4060004800,4060063800,2,106,000,1136,중산간동로,0,0,0,50,0,0,0,0,361.859908485374,20230519,,,
15275,4050482700,4050158400,4050158700,1,107,000,-,소길2길,0,0,0,50,0,0,0,0,64.6831611319,20230519,,,
15347,4050430700,4050175200,4050174300,1,106,000,1131,516로,0,0,0,50,0,0,0,0,500.990938575434,20230519,,,
15428,4060081400,4060041000,4060039900,1,107,000,-,동홍북로,0,0,0,30,0,0,0,0,174.01192242196,20230519,,,
15502,4050371000,4050117500,4050117100,1,107,000,-,용고로,0,0,0,50,0,0,0,0,256.438533986521,20230519,,,
15593,4060343700,4060131600,4060130900,1,107,000,-,태위로,0,0,0,30,0,0,0,0,101.546477304907,20230519,,,
15595,4060285000,4060097400,4060097200,2,107,000,-,최남단해안로,0,0,0,40,0,0,0,0,135.627681285938,20230519,,,
15731,4060458200,4060157500,4060157400,1,107,003,-,세화로,0,0,0,30,0,0,0,0,51.581932740451,20230519,,,
15761,4050562500,4050191100,4050191000,1,106,000,1136,중산간동로,0,0,0,60,0,0,0,0,279.563581360771,20230519,,,
15762,4060418500,4060163800,4060163500,2,106,000,1132,일주동로,0,0,0,50,0,0,0,0,111.440499465512,20230519,,,
15763,4060483500,4060158000,4060158100,1,106,000,1136,중산간동로,0,0,0,60,0,0,0,0,243.181887912442,20230519,,,
15858,4060411400,4060122500,4060011100,1,107,000,-,하례광장로,0,0,0,50,0,0,0,0,102.267026391484,20230519,,,
15892,4060308900,4060116800,4060117100,2,107,000,-,화순해안로,0,0,0,60,0,0,0,0,548.007773029128,20230519,,,
15901,4050219800,4050074000,4050073900,1,107,000,-,종천길,0,0,0,50,0,0,0,0,1187.05440371529,20230519,,,
15902,4050236800,4050106400,4050106300,1,107,000,-,봉개6길,0,0,0,30,0,0,0,0,46.229150332613,20230519,,,
15903,4050246100,4050103200,4050103700,1,107,000,-,동화로1길,0,0,0,30,0,0,0,0,98.702618236982,20230519,,,
15939,4060017601,4060008601,4060008600,2,106,000,1136,중산간서로,0,0,0,80,0,0,0,0,270.597385531405,20230519,,,
16043,4060090002,4060005101,4060043600,1,107,000,-,월라봉로,0,0,0,40,0,0,0,0,473.902474952422,20230519,,,
16213,4060282300,4060096700,4060096800,1,107,000,-,하모항구로6번길,0,0,0,50,0,0,0,0,121.703569014683,20230519,,,
16214,4050007901,4050004001,4050004000,3,106,000,1131,중앙로,0,0,0,30,0,0,0,0,186.258876288555,20230519,,,
16264,4060049700,4060000200,4060022800,2,107,000,-,신서귀로,0,0,0,50,0,0,0,0,232.77651906111,20230519,,,
16442,4060507000,4060179700,4060180500,1,107,000,-,환해장성로729번길,0,0,0,50,0,0,0,0,370.707201720872,20230519,,,
16488,4060257200,4060142400,4060082500,1,107,000,-,태위로,0,0,0,50,0,0,0,0,108.955173152635,20230519,,,
16608,4060335400,4060102300,4060100400,1,106,000,1136,중산간서로,0,0,0,50,0,0,0,0,1416.0103417898,20230519,,,
16609,4060396100,4060152400,4060152300,1,107,000,-,남태해안로,0,0,0,50,0,0,0,0,128.524568938834,20230519,,,
16634,4060525700,4060185400,4060185600,1,107,000,-,성산중앙로,0,0,0,30,0,0,0,0,520.436704929194,20230519,,,
16650,4050127800,4050044900,4050043000,3,107,000,-,연삼로,0,0,0,50,0,0,0,0,290.886420264762,20230519,,,
16654,4060068700,4060035300,4060038200,1,107,000,-,동홍서로112번길,0,0,0,50,0,0,0,0,91.932935531542,20230519,,,
16657,4050040100,4050002902,4050018300,2,107,000,-,애조로,0,0,0,80,0,0,0,0,178.993879093424,20230519,,,
16658,4050335800,4050067003,4050062401,1,107,000,-,용마서1길,0,0,0,50,0,0,0,0,404.857477566007,20230519,,,
16776,4060003700,4060002300,4060002100,2,106,000,1132,일주동로,0,0,0,50,0,0,0,0,127.8523434791,20230519,,,
16777,4060004808,4060000807,4060000806,3,106,000,1132,일주서로,0,0,0,70,0,0,0,0,56.023513547277,20230519,,,
16827,4050576400,4050202900,4050201900,3,106,000,1132,일주동로,0,0,0,60,0,0,0,0,260.219062466353,20230519,,,
16835,4060409700,4060115600,4060114900,1,107,000,-,동광로,0,0,0,50,0,0,0,0,316.559010437158,20230519,,,
17023,4060472700,4060165100,4060164800,2,105,000,97,번영로,0,0,0,70,0,0,0,0,970.163170837272,20230519,,,
17029,4060399900,4060105200,4060104800,1,107,000,-,에듀시티로,0,0,0,30,0,0,0,0,235.738444293014,20230519,,,
17075,4060391100,4060148900,4060148800,2,106,003,1132,일주동로,0,0,0,60,0,0,0,0,95.257580386494,20230519,,,
17080,4050594100,4050176900,4050177300,1,107,000,-,신북로,0,0,0,30,0,0,0,0,339.766262791973,20230519,,,
17101,4060020102,4060010500,4060009501,2,106,000,1131,516로,0,0,0,30,0,0,0,0,173.65794339313,20230519,,,
17144,4050066102,4050025401,4050025500,1,107,000,-,신광로12길,0,0,0,40,0,0,0,0,223.609083951595,20230519,,,
17217,4050038600,4050017700,4050017500,2,107,000,-,제주대학로,0,0,0,60,0,0,0,0,90.31314115894,20230519,,,
17221,4050388200,4050147700,4050147800,1,107,000,-,금악동길,0,0,0,50,0,0,0,0,203.436597687354,20230519,,,
17226,4050379200,4050128100,4050128300,1,106,000,1120,중산간서로,0,0,0,50,0,0,0,0,299.605155089556,20230519,,,
17227,4050374400,4050127400,4050127700,1,106,000,1120,대한로,0,0,0,60,0,0,0,0,1620.2486135607,20230519,,,
17228,4050384300,4050125700,4050123900,1,106,000,1115,용금로,0,0,0,50,0,0,0,0,946.658331779526,20230519,,,
17347,4050558800,4050195600,4050193100,1,107,000,-,동백로,0,0,0,50,0,0,0,0,2571.08612264205,20230519,,,
17431,4060359700,4060133400,4060133800,1,107,000,-,위미대성로,0,0,0,50,0,0,0,0,586.496891817663,20230519,,,
17432,4060469100,4060156400,4060158600,1,107,000,-,한마음초등로,0,0,0,50,0,0,0,0,1988.25601837527,20230519,,,
17433,4060476800,4060167600,4060168000,1,107,000,-,풍천로,0,0,0,50,0,0,0,0,310.587283101235,20230519,,,
17512,4060017901,4060007800,4060007801,1,106,000,1136,중산간동로,0,0,0,30,0,0,0,0,101.955500653856,20230519,,,
17768,4050283300,4050005700,4050085500,1,107,000,-,노형8길,0,0,0,50,0,0,0,0,55.593801697726,20230519,,,
17891,4060346700,4060088900,4060089200,1,107,000,-,서삼중로,0,0,0,40,0,0,0,0,611.663021870482,20230519,,,
17959,4060087600,4060038700,4060038800,1,107,000,-,동홍중앙로90번길,0,0,0,50,0,0,0,0,93.206321252908,20230519,,,
17986,4060220400,4060074400,4060074000,1,107,000,-,강정하로,0,0,0,40,0,0,0,0,233.122821752502,20230519,,,
17992,4060227600,4060076000,4060004807,1,107,000,-,중산간동로,0,0,0,50,0,0,0,0,171.329666221396,20230519,,,
17993,4060237900,4060071300,4060071400,1,107,000,-,색달중앙로,0,0,0,50,0,0,0,0,493.660186023623,20230519,,,
17994,4060245500,4060043100,4060079600,1,107,000,-,상효로,0,0,0,30,0,0,0,0,167.091338615782,20230519,,,
17995,4060258100,4060140500,4060141100,1,107,000,-,태위로,0,0,0,50,0,0,0,0,205.913688597335,20230519,,,
17997,4060271000,4060176300,4060085800,1,107,000,-,온평포구로54번길,0,0,0,40,0,0,0,0,870.192233351096,20230519,,,
18013,4060143000,4060020000,4060019300,1,107,000,-,태평로,0,0,0,50,0,0,0,0,302.207863122208,20230519,,,
18052,4060276200,4060103200,4060101000,1,107,000,-,최남단해안로,0,0,0,60,0,0,0,0,2350.79993801661,20230519,,,
18102,4050309800,4050019501,4050018901,1,107,000,-,연화중길,0,0,0,50,0,0,0,0,125.690616430463,20230519,,,
18219,4050088300,4050031500,4050031400,2,106,000,1136,노연로,0,0,0,50,0,0,0,0,297.497301719829,20230519,,,
18232,4060208200,4060112600,4060069700,1,107,000,-,화순문화로,0,0,0,50,0,0,0,0,72.224994845407,20230519,,,
18234,4050330900,4050092400,4050093200,1,107,000,-,박성내서길,0,0,0,30,0,0,0,0,139.270983201712,20230519,,,
18242,4060044600,4060033000,4060034300,1,107,000,-,신서귀로97번길,0,0,0,30,0,0,0,0,33.199249672252,20230519,,,
18323,4050464200,4050134500,4050135000,1,107,000,-,한림로,0,0,0,50,0,0,0,0,224.822202702309,20230519,,,
18391,4060512000,4060171900,4060172800,1,107,000,-,수송로,0,0,0,50,0,0,0,0,1452.09551643712,20230519,,,
18431,4060479600,4060125600,4060125500,1,106,000,1131,516로,0,0,0,40,0,0,0,0,434.39502616206,20230519,,,
18468,4060498800,4060177300,4060174200,1,107,000,-,난산온평로,0,0,0,50,0,0,0,0,2448.42434800802,20230519,,,
18469,4060506300,4060153800,4060153300,2,105,000,97,번영로,0,0,0,70,0,0,0,0,579.096280414204,20230519,,,
18470,4050336500,4050095400,4050095500,1,107,000,-,서문로2길,0,0,0,50,0,0,0,0,69.250667804334,20230519,,,
18472,4060089102,4060015001,4060015000,1,107,000,-,칠십리로,0,0,0,40,0,0,0,0,568.159468363252,20230519,,,
18593,4050005202,4050002402,4050002401,1,106,000,1131,516로,0,0,0,50,0,0,0,0,280.163525494592,20230519,,,
18676,4050494600,4050143300,4050143200,1,107,000,-,곽봉로,0,0,0,50,0,0,0,0,117.057391774433,20230519,,,
18751,4050142600,4050047900,4050011200,1,107,000,-,고산동산3길,0,0,0,30,0,0,0,0,76.869043016166,20230519,,,
18756,4060016503,4060007400,4060008202,2,106,000,1136,중산간서로,0,0,0,80,0,0,0,0,312.715717039383,20230519,,,
18773,4060467900,4060171800,4060171400,1,107,000,-,풍천로,0,0,0,30,0,0,0,0,407.365969738326,20230519,,,
18899,4060400800,4060135300,4060134900,1,107,000,-,남위남성로,0,0,0,50,0,0,0,0,590.471643712872,20230519,,,
18952,4060077900,4060015200,4060014600,1,107,000,-,부두로,0,0,0,40,0,0,0,0,111.584635726749,20230519,,,
18966,4050480400,4050168900,4050169600,1,106,000,1135,평화로,1,0,1,40,0,0,0,0,191.690373074506,20230519,,,
18977,4060517800,4060175100,4060174500,1,106,000,1136,중산간동로,0,0,0,50,0,0,0,0,405.886595166824,20230519,,,
18981,4050275000,4050182900,4050113100,1,107,000,-,함덕서4길,0,0,0,30,0,0,0,0,198.559848994711,20230519,,,
19116,4050594000,4050180200,4050178400,2,107,000,-,일주동로,0,0,0,60,0,0,0,0,1223.95022719898,20230519,,,
19117,4060005100,4060002800,4060001600,3,106,000,1131,516로,0,0,0,50,0,0,0,0,109.499452900738,20230519,,,
19130,4050520300,4050148100,4050149100,1,107,000,-,애월로,0,0,0,50,0,0,0,0,350.678866999988,20230519,,,
